,lemma_18_20m,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,lemma_21_23m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,lemma_24_26m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,lemma_27_29m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,lemma_30_32m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,lemma_33_40m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
1477,,,,,,,,,,,gić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,głupi,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uza,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aa,1,0.0003551136363636364,1,0.002028397565922921
1478,,,,,,,,,,,gitale,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oliwia,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uważać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sociek,1,0.0003551136363636364,1,0.002028397565922921
1479,,,,,,,,,,,geńki,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oliwić,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uwaga,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chałupka,1,0.0003551136363636364,1,0.002028397565922921
1480,,,,,,,,,,,gejki,1.0,0.0005310674455655868,1.0,0.0030120481927710845,halinka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bubek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,snoopka,1,0.0003551136363636364,1,0.002028397565922921
1481,,,,,,,,,,,gałąź,1.0,0.0005310674455655868,1.0,0.0030120481927710845,hająć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wieś,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chcijać,1,0.0003551136363636364,1,0.002028397565922921
1482,,,,,,,,,,,grażynka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oluś,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brązowy,1.0,0.00043591979075850045,1.0,0.0026109660574412533,smucieć,1,0.0003551136363636364,1,0.002028397565922921
1483,,,,,,,,,,,gruch,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ominać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,witać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chips,1,0.0003551136363636364,1,0.002028397565922921
1484,,,,,,,,,,,główka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,haji,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wleźć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,smoczka,1,0.0003551136363636364,1,0.002028397565922921
1485,,,,,,,,,,,grum,1.0,0.0005310674455655868,1.0,0.0030120481927710845,onet,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wlejeć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,Teresa,1,0.0003551136363636364,1,0.002028397565922921
1486,,,,,,,,,,,fisieć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ooć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wjechać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,smakowity,1,0.0003551136363636364,1,0.002028397565922921
1487,,,,,,,,,,,foć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,główka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,więzienie,1.0,0.00043591979075850045,1.0,0.0026109660574412533,żelki,1,0.0003551136363636364,1,0.002028397565922921
1488,,,,,,,,,,,gęś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,opel,1.0,0.0005122950819672131,1.0,0.0029498525073746312,więcej,1.0,0.00043591979075850045,1.0,0.0026109660574412533,smacznegoty,1,0.0003551136363636364,1,0.002028397565922921
1489,,,,,,,,,,,góre,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oplem,1.0,0.0005122950819672131,1.0,0.0029498525073746312,więc,1.0,0.00043591979075850045,1.0,0.0026109660574412533,skąd,1,0.0003551136363636364,1,0.002028397565922921
1490,,,,,,,,,,,francja,1.0,0.0005310674455655868,1.0,0.0030120481927710845,opluć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,witek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,skóra,1,0.0003551136363636364,1,0.002028397565922921
1491,,,,,,,,,,,gybać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,opodal,1.0,0.0005122950819672131,1.0,0.0029498525073746312,witaminka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,skójka,1,0.0003551136363636364,1,0.002028397565922921
1492,,,,,,,,,,,gwód,1.0,0.0005310674455655868,1.0,0.0030120481927710845,głośno,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brzydko,1.0,0.00043591979075850045,1.0,0.0026109660574412533,skyp,1,0.0003551136363636364,1,0.002028397565922921
1493,,,,,,,,,,,gwiazdka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,olivce,1.0,0.0005122950819672131,1.0,0.0029498525073746312,winogrono,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łoker,1,0.0003551136363636364,1,0.002028397565922921
1494,,,,,,,,,,,franuś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ostatnio,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wilson,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łopatka,1,0.0003551136363636364,1,0.002028397565922921
1495,,,,,,,,,,,gumać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ostość,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wilka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chociaż,1,0.0003551136363636364,1,0.002028397565922921
1496,,,,,,,,,,,frytk,1.0,0.0005310674455655868,1.0,0.0030120481927710845,głaskać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brumka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sikorka,1,0.0003551136363636364,1,0.002028397565922921
1497,,,,,,,,,,,grzybka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,góla,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brym,1.0,0.00043591979075850045,1.0,0.0026109660574412533,żuczka,1,0.0003551136363636364,1,0.002028397565922921
1498,,,,,,,,,,,grzeczny,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kokoszka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wiktoria,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chola,1,0.0003551136363636364,1,0.002028397565922921
1499,,,,,,,,,,,gryż,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pabletka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brzeg,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sietny,1,0.0003551136363636364,1,0.002028397565922921
1500,,,,,,,,,,,gruć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pac,1.0,0.0005122950819672131,1.0,0.0029498525073746312,utknąć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siesiać,1,0.0003551136363636364,1,0.002028397565922921
1501,,,,,,,,,,,jaje,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pacel,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uszykiwać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siejem,1,0.0003551136363636364,1,0.002028397565922921
1502,,,,,,,,,,,eszcz,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pacelko,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bałwan,1.0,0.00043591979075850045,1.0,0.0026109660574412533,choly,1,0.0003551136363636364,1,0.002028397565922921
1503,,,,,,,,,,,kibelka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pacełko,1.0,0.0005122950819672131,1.0,0.0029498525073746312,usypiać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chomik,1,0.0003551136363636364,1,0.002028397565922921
1504,,,,,,,,,,,kapka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pachnieć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ukierać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siat,1,0.0003551136363636364,1,0.002028397565922921
1505,,,,,,,,,,,kapetka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,pacz,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ukiera,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siam,1,0.0003551136363636364,1,0.002028397565922921
1506,,,,,,,,,,,kap,1.0,0.0005310674455655868,1.0,0.0030120481927710845,paczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ujek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łup,1,0.0003551136363636364,1,0.002028397565922921
1507,,,,,,,,,,,kao,1.0,0.0005310674455655868,1.0,0.0030120481927710845,loman,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uje,1.0,0.00043591979075850045,1.0,0.0026109660574412533,żwawo,1,0.0003551136363636364,1,0.002028397565922921
1508,,,,,,,,,,,kanapek,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oliwcie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uja,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siad,1,0.0003551136363636364,1,0.002028397565922921
1509,,,,,,,,,,,kanapeczka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,hally,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bąbelko,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chrupnikowy,1,0.0003551136363636364,1,0.002028397565922921
1510,,,,,,,,,,,kanapa,1.0,0.0005310674455655868,1.0,0.0030120481927710845,idać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bądź,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chrzciny,1,0.0003551136363636364,1,0.002028397565922921
1511,,,,,,,,,,,kamily,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ogień,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ugopiś,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łyżeczka,1,0.0003551136363636364,1,0.002028397565922921
1512,,,,,,,,,,,kamil,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oc,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ugasić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chup,1,0.0003551136363636364,1,0.002028397565922921
1513,,,,,,,,,,,kamień,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kokać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,udeżyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,serce,1,0.0003551136363636364,1,0.002028397565922921
1514,,,,,,,,,,,kamapke,1.0,0.0005310674455655868,1.0,0.0030120481927710845,i tak dalej,1.0,0.0005122950819672131,1.0,0.0029498525073746312,błażeja,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chusteczka,1,0.0003551136363636364,1,0.002028397565922921
1515,,,,,,,,,,,kaltofelka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uderzać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,seler,1,0.0003551136363636364,1,0.002028397565922921
1516,,,,,,,,,,,kalteć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,huśtać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cacyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,choj,1,0.0003551136363636364,1,0.002028397565922921
1517,,,,,,,,,,,kalinka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odkręć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,uczulić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łuk,1,0.0003551136363636364,1,0.002028397565922921
1518,,,,,,,,,,,kalapka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,huśtawka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ucyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siążki,1,0.0003551136363636364,1,0.002028397565922921
1519,,,,,,,,,,,kakałko,1.0,0.0005310674455655868,1.0,0.0030120481927710845,husiu,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cem,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łucja,1,0.0003551136363636364,1,0.002028397565922921
1520,,,,,,,,,,,kapizany,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odpocząć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ubranko,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siążka,1,0.0003551136363636364,1,0.002028397565922921
1521,,,,,,,,,,,karetka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odstawić,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ukryć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siuć,1,0.0003551136363636364,1,0.002028397565922921
1522,,,,,,,,,,,kaje,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odurzać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ula,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chod,1,0.0003551136363636364,1,0.002028397565922921
1523,,,,,,,,,,,karm,1.0,0.0005310674455655868,1.0,0.0030120481927710845,odważny,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ulica,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łosoś,1,0.0003551136363636364,1,0.002028397565922921
1524,,,,,,,,,,,ketka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,husie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,upaść,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siusiać,1,0.0003551136363636364,1,0.002028397565922921
1525,,,,,,,,,,,keczup,1.0,0.0005310674455655868,1.0,0.0030120481927710845,hulajnoga,1.0,0.0005122950819672131,1.0,0.0029498525073746312,usta,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siusiak,1,0.0003551136363636364,1,0.002028397565922921
1526,,,,,,,,,,,kce,1.0,0.0005310674455655868,1.0,0.0030120481927710845,huciuć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,usmażyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siusia,1,0.0003551136363636364,1,0.002028397565922921
1527,,,,,,,,,,,kawka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,hał,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bus,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siu,1,0.0003551136363636364,1,0.002028397565922921
1528,,,,,,,,,,,dziurka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ogromnie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,rozłożyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sisia,1,0.0003551136363636364,1,0.002028397565922921
1529,,,,,,,,,,,kawałek,1.0,0.0005310674455655868,1.0,0.0030120481927710845,heu,1.0,0.0005122950819672131,1.0,0.0029498525073746312,butelka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łosość,1,0.0003551136363636364,1,0.002028397565922921
1530,,,,,,,,,,,dziwny,1.0,0.0005310674455655868,1.0,0.0030120481927710845,koket,1.0,0.0005122950819672131,1.0,0.0029498525073746312,urodzinowy,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sisi,1,0.0003551136363636364,1,0.002028397565922921
1531,,,,,,,,,,,katar,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ogródek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,urodzinek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siostrzyczka,1,0.0003551136363636364,1,0.002028397565922921
1532,,,,,,,,,,,kasiaty,1.0,0.0005310674455655868,1.0,0.0030120481927710845,heniuś,1.0,0.0005122950819672131,1.0,0.0029498525073746312,upalić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chodżić,1,0.0003551136363636364,1,0.002028397565922921
1533,,,,,,,,,,,dzięki,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ogórkowy,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bułe,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siopsiuski,1,0.0003551136363636364,1,0.002028397565922921
1534,,,,,,,,,,,kasać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,oj,1.0,0.0005122950819672131,1.0,0.0029498525073746312,upa,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łożeczkie,1,0.0003551136363636364,1,0.002028397565922921
1535,,,,,,,,,,,kartofelka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ojejąć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,up,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siok,1,0.0003551136363636364,1,0.002028397565922921
1536,,,,,,,,,,,karteczka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,okno,1.0,0.0005122950819672131,1.0,0.0029498525073746312,umówić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,siociek,1,0.0003551136363636364,1,0.002028397565922921
1537,,,,,,,,,,,karol,1.0,0.0005310674455655868,1.0,0.0030120481927710845,henio,1.0,0.0005122950819672131,1.0,0.0029498525073746312,butla,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sio,1,0.0003551136363636364,1,0.002028397565922921
1538,,,,,,,,,,,karmić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,okompać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,umyjąć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,silny,1,0.0003551136363636364,1,0.002028397565922921
1539,,,,,,,,,,,kakao,1.0,0.0005310674455655868,1.0,0.0030120481927710845,około,1.0,0.0005122950819672131,1.0,0.0029498525073746312,umyjać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łasiaw,1,0.0003551136363636364,1,0.002028397565922921
1540,,,,,,,,,,,kaczuszka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,hej,1.0,0.0005122950819672131,1.0,0.0029498525073746312,umalować,1.0,0.00043591979075850045,1.0,0.0026109660574412533,tala,1,0.0003551136363636364,1,0.002028397565922921
1541,,,,,,,,,,,jajuszko,1.0,0.0005310674455655868,1.0,0.0030120481927710845,lowel,1.0,0.0005122950819672131,1.0,0.0029498525073746312,woelno,1.0,0.00043591979075850045,1.0,0.0026109660574412533,Al,1,0.0003551136363636364,1,0.002028397565922921
1542,,,,,,,,,,,jete,1.0,0.0005310674455655868,1.0,0.0030120481927710845,nazywać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wojtka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,bawialnia,1,0.0003551136363636364,1,0.002028397565922921
1543,,,,,,,,,,,jesień,1.0,0.0005310674455655868,1.0,0.0030120481927710845,jaś,1.0,0.0005122950819672131,1.0,0.0029498525073746312,brać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wilka,1,0.0003551136363636364,1,0.002028397565922921
1544,,,,,,,,,,,eli,1.0,0.0005310674455655868,1.0,0.0030120481927710845,nauta,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wolnno,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aris,1,0.0003551136363636364,1,0.002028397565922921
1545,,,,,,,,,,,jecze,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kan,1.0,0.0005122950819672131,1.0,0.0029498525073746312,właśnie,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wikus,1,0.0003551136363636364,1,0.002028397565922921
1546,,,,,,,,,,,elmo,1.0,0.0005310674455655868,1.0,0.0030120481927710845,miekki,1.0,0.0005122950819672131,1.0,0.0029498525073746312,włakać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zaopiekować,1,0.0003551136363636364,1,0.002028397565922921
1547,,,,,,,,,,,jebek,1.0,0.0005310674455655868,1.0,0.0030120481927710845,miesiąc,1.0,0.0005122950819672131,1.0,0.0029498525073746312,właczyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wiktorka,1,0.0003551136363636364,1,0.002028397565922921
1548,,,,,,,,,,,jeba,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mieszać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wąs,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapinać,1,0.0003551136363636364,1,0.002028397565922921
1549,,,,,,,,,,,jażi,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kaptur,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wózecko,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapisać,1,0.0003551136363636364,1,0.002028397565922921
1550,,,,,,,,,,,elyka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kapta,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wór,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wiktorek,1,0.0003551136363636364,1,0.002028397565922921
1551,,,,,,,,,,,jaz,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mik,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bjązowy,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapiąć,1,0.0003551136363636364,1,0.002028397565922921
1552,,,,,,,,,,,emilka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kapetka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wyścigowy,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wik,1,0.0003551136363636364,1,0.002028397565922921
1553,,,,,,,,,,,jasi,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kapać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,black,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wioska,1,0.0003551136363636364,1,0.002028397565922921
1554,,,,,,,,,,,janka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mila,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wyłowić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapięcie,1,0.0003551136363636364,1,0.002028397565922921
1555,,,,,,,,,,,jakub,1.0,0.0005310674455655868,1.0,0.0030120481927710845,milenka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wyzdrowiać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapnieć,1,0.0003551136363636364,1,0.002028397565922921
1556,,,,,,,,,,,est,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kanapeczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wywracać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aprilis,1,0.0003551136363636364,1,0.002028397565922921
1557,,,,,,,,,,,esto,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mimo,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wytrzeć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zapraszać,1,0.0003551136363636364,1,0.002028397565922921
1558,,,,,,,,,,,ela,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mina,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wystrzec,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wieść,1,0.0003551136363636364,1,0.002028397565922921
1559,,,,,,,,,,,jezioro,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mini,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wystawić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,bałgan,1,0.0003551136363636364,1,0.002028397565922921
1560,,,,,,,,,,,dęblina,1.0,0.0005310674455655868,1.0,0.0030120481927710845,miny,1.0,0.0005122950819672131,1.0,0.0029498525073746312,blat,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wierzyć,1,0.0003551136363636364,1,0.002028397565922921
1561,,,,,,,,,,,jezus,1.0,0.0005310674455655868,1.0,0.0030120481927710845,michałek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,wyspan,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wierszyk,1,0.0003551136363636364,1,0.002028397565922921
1562,,,,,,,,,,,kacperka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,miodek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,włoncić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,bałwanka,1,0.0003551136363636364,1,0.002028397565922921
1563,,,,,,,,,,,kabina,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kamyka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,biegowybęda,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wino,1,0.0003551136363636364,1,0.002028397565922921
1564,,,,,,,,,,,kabel,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kamyk,1.0,0.0005122950819672131,1.0,0.0029498525073746312,biedonka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wiosna,1,0.0003551136363636364,1,0.002028397565922921
1565,,,,,,,,,,,juz,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kamień,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bebe,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zakręcić,1,0.0003551136363636364,1,0.002028397565922921
1566,,,,,,,,,,,echać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mięsko,1.0,0.0005122950819672131,1.0,0.0029498525073746312,zadzić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,arletka,1,0.0003551136363636364,1,0.002028397565922921
1567,,,,,,,,,,,july,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kaloszka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,zadać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,bartusie,1,0.0003551136363636364,1,0.002028397565922921
1568,,,,,,,,,,,jucz,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kalinka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,zaczepiać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wozić,1,0.0003551136363636364,1,0.002028397565922921
1569,,,,,,,,,,,jowy,1.0,0.0005310674455655868,1.0,0.0030120481927710845,miśk,1.0,0.0005122950819672131,1.0,0.0029498525073746312,zaczekać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,asia,1,0.0003551136363636364,1,0.002028397565922921
1570,,,,,,,,,,,jotą,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mlabe,1.0,0.0005122950819672131,1.0,0.0029498525073746312,zachorować,1.0,0.00043591979075850045,1.0,0.0026109660574412533,woleć,1,0.0003551136363636364,1,0.002028397565922921
1571,,,,,,,,,,,ecie,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kakizna,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bańka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,Ania,1,0.0003551136363636364,1,0.002028397565922921
1572,,,,,,,,,,,jojo,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kake,1.0,0.0005122950819672131,1.0,0.0029498525073746312,baśka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,wojtuś,1,0.0003551136363636364,1,0.002028397565922921
1573,,,,,,,,,,,jodut,1.0,0.0005310674455655868,1.0,0.0030120481927710845,mmausie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,bed,1.0,0.00043591979075850045,1.0,0.0026109660574412533,asi,1,0.0003551136363636364,1,0.002028397565922921
1574,,,,,,,,,,,ji,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kakauko,1.0,0.0005122950819672131,1.0,0.0029498525073746312,włoski,1.0,0.00043591979075850045,1.0,0.0026109660574412533,basozaurus,1,0.0003551136363636364,1,0.002028397565922921
