,lemat,liczba_wystapien,czestosc_wystapien,liczba_dzieci,czestosc_dzieci
323,budzić,1,0.0002538715410002539,1,0.0011806375442739079
326,bujawka,1,0.0002538715410002539,1,0.0011806375442739079
345,butka,1,0.0002538715410002539,1,0.0011806375442739079
327,bujawki,1,0.0002538715410002539,1,0.0011806375442739079
331,bukiecik,1,0.0002538715410002539,1,0.0011806375442739079
332,bulgotka,1,0.0002538715410002539,1,0.0011806375442739079
335,bumbum,1,0.0002538715410002539,1,0.0011806375442739079
336,bunić,1,0.0002538715410002539,1,0.0011806375442739079
339,burza,1,0.0002538715410002539,1,0.0011806375442739079
341,busieki,1,0.0002538715410002539,1,0.0011806375442739079
342,busiu,1,0.0002538715410002539,1,0.0011806375442739079
384,chamomille,1,0.0002538715410002539,1,0.0011806375442739079
386,chał,1,0.0002538715410002539,1,0.0011806375442739079
461,ciebe,1,0.0002538715410002539,1,0.0011806375442739079
441,chłopcińsko,1,0.0002538715410002539,1,0.0011806375442739079
429,chup,1,0.0002538715410002539,1,0.0011806375442739079
430,chupek,1,0.0002538715410002539,1,0.0011806375442739079
431,chusteczka,1,0.0002538715410002539,1,0.0011806375442739079
433,chwilka,1,0.0002538715410002539,1,0.0011806375442739079
435,chyć,1,0.0002538715410002539,1,0.0011806375442739079
436,chć,1,0.0002538715410002539,1,0.0011806375442739079
437,chłodnik,1,0.0002538715410002539,1,0.0011806375442739079
439,chłopaczek,1,0.0002538715410002539,1,0.0011806375442739079
445,ciachać,1,0.0002538715410002539,1,0.0011806375442739079
426,chrupnikowy,1,0.0002538715410002539,1,0.0011806375442739079
449,ciapka,1,0.0002538715410002539,1,0.0011806375442739079
450,ciasny,1,0.0002538715410002539,1,0.0011806375442739079
454,ciastolina,1,0.0002538715410002539,1,0.0011806375442739079
455,ciastolinka,1,0.0002538715410002539,1,0.0011806375442739079
456,ciało,1,0.0002538715410002539,1,0.0011806375442739079
457,ciaśto,1,0.0002538715410002539,1,0.0011806375442739079
459,cicie,1,0.0002538715410002539,1,0.0011806375442739079
460,cicius,1,0.0002538715410002539,1,0.0011806375442739079
428,chudź,1,0.0002538715410002539,1,0.0011806375442739079
423,chrumieć,1,0.0002538715410002539,1,0.0011806375442739079
387,chałupka,1,0.0002538715410002539,1,0.0011806375442739079
407,chodż,1,0.0002538715410002539,1,0.0011806375442739079
389,chcijać,1,0.0002538715410002539,1,0.0011806375442739079
391,cherbatka,1,0.0002538715410002539,1,0.0011806375442739079
392,chevrolet,1,0.0002538715410002539,1,0.0011806375442739079
398,chlupyć,1,0.0002538715410002539,1,0.0011806375442739079
400,chmurka,1,0.0002538715410002539,1,0.0011806375442739079
402,chociaż,1,0.0002538715410002539,1,0.0011806375442739079
403,chod,1,0.0002538715410002539,1,0.0011806375442739079
404,chodić,1,0.0002538715410002539,1,0.0011806375442739079
408,chodżić,1,0.0002538715410002539,1,0.0011806375442739079
422,chrum,1,0.0002538715410002539,1,0.0011806375442739079
410,choj,1,0.0002538715410002539,1,0.0011806375442739079
411,chola,1,0.0002538715410002539,1,0.0011806375442739079
412,choly,1,0.0002538715410002539,1,0.0011806375442739079
413,chomi,1,0.0002538715410002539,1,0.0011806375442739079
414,chomiczek,1,0.0002538715410002539,1,0.0011806375442739079
415,chomiczka,1,0.0002538715410002539,1,0.0011806375442739079
417,chorować,1,0.0002538715410002539,1,0.0011806375442739079
419,chotiek,1,0.0002538715410002539,1,0.0011806375442739079
1269,kiwi,1,0.0002538715410002539,1,0.0011806375442739079
1273,klanina,1,0.0002538715410002539,1,0.0011806375442739079
2528,pozbierać,1,0.0002538715410002539,1,0.0011806375442739079
2122,oskal,1,0.0002538715410002539,1,0.0011806375442739079
2108,opaleć,1,0.0002538715410002539,1,0.0011806375442739079
2109,opaska,1,0.0002538715410002539,1,0.0011806375442739079
2111,opluć,1,0.0002538715410002539,1,0.0011806375442739079
2115,oraz,1,0.0002538715410002539,1,0.0011806375442739079
2116,orać,1,0.0002538715410002539,1,0.0011806375442739079
2117,orbitrek,1,0.0002538715410002539,1,0.0011806375442739079
2118,organizm,1,0.0002538715410002539,1,0.0011806375442739079
2121,osiołek,1,0.0002538715410002539,1,0.0011806375442739079
2124,oskara,1,0.0002538715410002539,1,0.0011806375442739079
2103,oluś,1,0.0002538715410002539,1,0.0011806375442739079
2125,oskubić,1,0.0002538715410002539,1,0.0011806375442739079
2126,osobowy,1,0.0002538715410002539,1,0.0011806375442739079
2128,ostrożny,1,0.0002538715410002539,1,0.0011806375442739079
2129,ostrugać,1,0.0002538715410002539,1,0.0011806375442739079
2131,osunąć,1,0.0002538715410002539,1,0.0011806375442739079
2132,oszaleć,1,0.0002538715410002539,1,0.0011806375442739079
2133,otatni,1,0.0002538715410002539,1,0.0011806375442739079
2134,otatuś,1,0.0002538715410002539,1,0.0011806375442739079
2106,ooć,1,0.0002538715410002539,1,0.0011806375442739079
2102,olusia,1,0.0002538715410002539,1,0.0011806375442739079
2136,otrzeć,1,0.0002538715410002539,1,0.0011806375442739079
2077,ojfis,1,0.0002538715410002539,1,0.0011806375442739079
2065,ogródka,1,0.0002538715410002539,1,0.0011806375442739079
2066,ogurcik,1,0.0002538715410002539,1,0.0011806375442739079
2067,ogurt,1,0.0002538715410002539,1,0.0011806375442739079
2068,ogóreczka,1,0.0002538715410002539,1,0.0011806375442739079
2070,ogórka,1,0.0002538715410002539,1,0.0011806375442739079
2071,ogórkowy,1,0.0002538715410002539,1,0.0011806375442739079
2072,ogół,1,0.0002538715410002539,1,0.0011806375442739079
2076,ojek,1,0.0002538715410002539,1,0.0011806375442739079
2078,ojo,1,0.0002538715410002539,1,0.0011806375442739079
2098,olki,1,0.0002538715410002539,1,0.0011806375442739079
2080,oka,1,0.0002538715410002539,1,0.0011806375442739079
2081,okienko,1,0.0002538715410002539,1,0.0011806375442739079
2082,okno,1,0.0002538715410002539,1,0.0011806375442739079
2085,okropny,1,0.0002538715410002539,1,0.0011806375442739079
2088,olaf,1,0.0002538715410002539,1,0.0011806375442739079
2089,olalć,1,0.0002538715410002539,1,0.0011806375442739079
2092,olisić,1,0.0002538715410002539,1,0.0011806375442739079
2093,olivier,1,0.0002538715410002539,1,0.0011806375442739079
2135,otorzyć,1,0.0002538715410002539,1,0.0011806375442739079
2137,otwarty,1,0.0002538715410002539,1,0.0011806375442739079
2062,ogrodniczka,1,0.0002538715410002539,1,0.0011806375442739079
2187,papilot,1,0.0002538715410002539,1,0.0011806375442739079
2172,palelka,1,0.0002538715410002539,1,0.0011806375442739079
2177,pamiętnik,1,0.0002538715410002539,1,0.0011806375442739079
2179,panapka,1,0.0002538715410002539,1,0.0011806375442739079
2181,pap,1,0.0002538715410002539,1,0.0011806375442739079
2183,papci,1,0.0002538715410002539,1,0.0011806375442739079
2184,papeć,1,0.0002538715410002539,1,0.0011806375442739079
2185,papiadni,1,0.0002538715410002539,1,0.0011806375442739079
2186,papieros,1,0.0002538715410002539,1,0.0011806375442739079
2188,paproszek,1,0.0002538715410002539,1,0.0011806375442739079
2169,pakać,1,0.0002538715410002539,1,0.0011806375442739079
2190,papug,1,0.0002538715410002539,1,0.0011806375442739079
2192,parasolka,1,0.0002538715410002539,1,0.0011806375442739079
2194,parówa,1,0.0002538715410002539,1,0.0011806375442739079
2195,parówczka,1,0.0002538715410002539,1,0.0011806375442739079
2200,passat,1,0.0002538715410002539,1,0.0011806375442739079
2201,passata,1,0.0002538715410002539,1,0.0011806375442739079
2203,pasztecik,1,0.0002538715410002539,1,0.0011806375442739079
2207,patryka,1,0.0002538715410002539,1,0.0011806375442739079
2170,pal,1,0.0002538715410002539,1,0.0011806375442739079
2168,pająt,1,0.0002538715410002539,1,0.0011806375442739079
2140,owal,1,0.0002538715410002539,1,0.0011806375442739079
2151,pCi,1,0.0002538715410002539,1,0.0011806375442739079
2141,owieczka,1,0.0002538715410002539,1,0.0011806375442739079
2142,owocka,1,0.0002538715410002539,1,0.0011806375442739079
2143,owocówka,1,0.0002538715410002539,1,0.0011806375442739079
2144,owszem,1,0.0002538715410002539,1,0.0011806375442739079
2145,owyłączyć,1,0.0002538715410002539,1,0.0011806375442739079
2146,ozia,1,0.0002538715410002539,1,0.0011806375442739079
2149,ośmiornica,1,0.0002538715410002539,1,0.0011806375442739079
2150,ość,1,0.0002538715410002539,1,0.0011806375442739079
2154,pace,1,0.0002538715410002539,1,0.0011806375442739079
2165,pajówka,1,0.0002538715410002539,1,0.0011806375442739079
2155,pacel,1,0.0002538715410002539,1,0.0011806375442739079
2156,pacer,1,0.0002538715410002539,1,0.0011806375442739079
2158,pacier,1,0.0002538715410002539,1,0.0011806375442739079
2159,paciu,1,0.0002538715410002539,1,0.0011806375442739079
2160,pacz,1,0.0002538715410002539,1,0.0011806375442739079
2161,paczka,1,0.0002538715410002539,1,0.0011806375442739079
2163,pajacyk,1,0.0002538715410002539,1,0.0011806375442739079
2164,pajuśki,1,0.0002538715410002539,1,0.0011806375442739079
2063,ogrodzenie,1,0.0002538715410002539,1,0.0011806375442739079
2061,ogonka,1,0.0002538715410002539,1,0.0011806375442739079
2211,patysia,1,0.0002538715410002539,1,0.0011806375442739079
1971,nocniczka,1,0.0002538715410002539,1,0.0011806375442739079
1954,nikolka,1,0.0002538715410002539,1,0.0011806375442739079
1959,ninke,1,0.0002538715410002539,1,0.0011806375442739079
1960,ninusia,1,0.0002538715410002539,1,0.0011806375442739079
1961,niu,1,0.0002538715410002539,1,0.0011806375442739079
1964,niunio,1,0.0002538715410002539,1,0.0011806375442739079
1966,niuć,1,0.0002538715410002539,1,0.0011806375442739079
1,2,1,0.0002538715410002539,1,0.0011806375442739079
1970,nocki,1,0.0002538715410002539,1,0.0011806375442739079
1974,nodia,1,0.0002538715410002539,1,0.0011806375442739079
1950,nika,1,0.0002538715410002539,1,0.0011806375442739079
1976,nomi,1,0.0002538715410002539,1,0.0011806375442739079
1977,nonio,1,0.0002538715410002539,1,0.0011806375442739079
1978,nora,1,0.0002538715410002539,1,0.0011806375442739079
1979,norbert,1,0.0002538715410002539,1,0.0011806375442739079
1981,normalny,1,0.0002538715410002539,1,0.0011806375442739079
1982,norman,1,0.0002538715410002539,1,0.0011806375442739079
1983,normana,1,0.0002538715410002539,1,0.0011806375442739079
1985,nosia,1,0.0002538715410002539,1,0.0011806375442739079
1952,nikod,1,0.0002538715410002539,1,0.0011806375442739079
1949,nigdzie,1,0.0002538715410002539,1,0.0011806375442739079
1989,noć,1,0.0002538715410002539,1,0.0011806375442739079
1934,niektóry,1,0.0002538715410002539,1,0.0011806375442739079
1915,niam,1,0.0002538715410002539,1,0.0011806375442739079
1916,niamniać,1,0.0002538715410002539,1,0.0011806375442739079
1922,nieborak,1,0.0002538715410002539,1,0.0011806375442739079
1924,niechc,1,0.0002538715410002539,1,0.0011806375442739079
1926,niechcący,1,0.0002538715410002539,1,0.0011806375442739079
1927,nieczytelny,1,0.0002538715410002539,1,0.0011806375442739079
1931,niee,1,0.0002538715410002539,1,0.0011806375442739079
1932,niegrzecny,1,0.0002538715410002539,1,0.0011806375442739079
1935,niemiec,1,0.0002538715410002539,1,0.0011806375442739079
1947,nieładnie,1,0.0002538715410002539,1,0.0011806375442739079
1936,niemiły,1,0.0002538715410002539,1,0.0011806375442739079
1938,niemy,1,0.0002538715410002539,1,0.0011806375442739079
1939,niepotrzebnie,1,0.0002538715410002539,1,0.0011806375442739079
1940,niepoważny,1,0.0002538715410002539,1,0.0011806375442739079
1943,nietoper,1,0.0002538715410002539,1,0.0011806375442739079
1944,niewygodnie,1,0.0002538715410002539,1,0.0011806375442739079
1945,niezdrowy,1,0.0002538715410002539,1,0.0011806375442739079
1946,niezwyciężyny,1,0.0002538715410002539,1,0.0011806375442739079
1987,noska,1,0.0002538715410002539,1,0.0011806375442739079
1990,nożny,1,0.0002538715410002539,1,0.0011806375442739079
2060,ogonek,1,0.0002538715410002539,1,0.0011806375442739079
2045,odrobić,1,0.0002538715410002539,1,0.0011806375442739079
2036,odkleić,1,0.0002538715410002539,1,0.0011806375442739079
2037,odkrąć,1,0.0002538715410002539,1,0.0011806375442739079
2038,odkupić,1,0.0002538715410002539,1,0.0011806375442739079
2040,odkurzać,1,0.0002538715410002539,1,0.0011806375442739079
2041,odnaleźć,1,0.0002538715410002539,1,0.0011806375442739079
2042,odpinać,1,0.0002538715410002539,1,0.0011806375442739079
2043,odpocząć,1,0.0002538715410002539,1,0.0011806375442739079
2044,odrabiać,1,0.0002538715410002539,1,0.0011806375442739079
2046,odsunąć,1,0.0002538715410002539,1,0.0011806375442739079
2032,oddasić,1,0.0002538715410002539,1,0.0011806375442739079
2047,odważny,1,0.0002538715410002539,1,0.0011806375442739079
2049,odłożyć,1,0.0002538715410002539,1,0.0011806375442739079
2051,odźić,1,0.0002538715410002539,1,0.0011806375442739079
2053,ogklądać,1,0.0002538715410002539,1,0.0011806375442739079
2055,oglód,1,0.0002538715410002539,1,0.0011806375442739079
2057,oglądnąć,1,0.0002538715410002539,1,0.0011806375442739079
2058,ognisko,1,0.0002538715410002539,1,0.0011806375442739079
2059,ogon,1,0.0002538715410002539,1,0.0011806375442739079
2035,odejść,1,0.0002538715410002539,1,0.0011806375442739079
2031,odczepić,1,0.0002538715410002539,1,0.0011806375442739079
1992,nożyk,1,0.0002538715410002539,1,0.0011806375442739079
2007,obcinać,1,0.0002538715410002539,1,0.0011806375442739079
1994,nun,1,0.0002538715410002539,1,0.0011806375442739079
1995,nurkować,1,0.0002538715410002539,1,0.0011806375442739079
1997,nutella,1,0.0002538715410002539,1,0.0011806375442739079
1999,nyć,1,0.0002538715410002539,1,0.0011806375442739079
2002,nóży,1,0.0002538715410002539,1,0.0011806375442739079
2004,obak,1,0.0002538715410002539,1,0.0011806375442739079
2005,obakić,1,0.0002538715410002539,1,0.0011806375442739079
2006,obać,1,0.0002538715410002539,1,0.0011806375442739079
2009,obejrzyć,1,0.0002538715410002539,1,0.0011806375442739079
2029,odać,1,0.0002538715410002539,1,0.0011806375442739079
2013,obiecać,1,0.0002538715410002539,1,0.0011806375442739079
2015,objad,1,0.0002538715410002539,1,0.0011806375442739079
2016,oblać,1,0.0002538715410002539,1,0.0011806375442739079
2017,obodzić,1,0.0002538715410002539,1,0.0011806375442739079
2019,obraz,1,0.0002538715410002539,1,0.0011806375442739079
2024,ocinka,1,0.0002538715410002539,1,0.0011806375442739079
2025,oczek,1,0.0002538715410002539,1,0.0011806375442739079
2028,odawa,1,0.0002538715410002539,1,0.0011806375442739079
2208,patryś,1,0.0002538715410002539,1,0.0011806375442739079
2212,paula,1,0.0002538715410002539,1,0.0011806375442739079
1913,nerw,1,0.0002538715410002539,1,0.0011806375442739079
2431,pokroić,1,0.0002538715410002539,1,0.0011806375442739079
2417,pojefać,1,0.0002538715410002539,1,0.0011806375442739079
2418,pojemnik,1,0.0002538715410002539,1,0.0011806375442739079
2419,pojeść,1,0.0002538715410002539,1,0.0011806375442739079
2421,pojeżdżyć,1,0.0002538715410002539,1,0.0011806375442739079
2422,pojęcie,1,0.0002538715410002539,1,0.0011806375442739079
2427,pokazić,1,0.0002538715410002539,1,0.0011806375442739079
2428,pokazywać,1,0.0002538715410002539,1,0.0011806375442739079
2429,pokochać,1,0.0002538715410002539,1,0.0011806375442739079
2433,polar,1,0.0002538715410002539,1,0.0011806375442739079
2413,pohuśtać,1,0.0002538715410002539,1,0.0011806375442739079
2434,polać,1,0.0002538715410002539,1,0.0011806375442739079
2437,polepać,1,0.0002538715410002539,1,0.0011806375442739079
2438,polewać,1,0.0002538715410002539,1,0.0011806375442739079
2439,poleże,1,0.0002538715410002539,1,0.0011806375442739079
2440,poleżeć,1,0.0002538715410002539,1,0.0011806375442739079
2447,polubić,1,0.0002538715410002539,1,0.0011806375442739079
2448,poluzować,1,0.0002538715410002539,1,0.0011806375442739079
2449,pomadka,1,0.0002538715410002539,1,0.0011806375442739079
2414,pojazd,1,0.0002538715410002539,1,0.0011806375442739079
2411,pogłaskaj,1,0.0002538715410002539,1,0.0011806375442739079
2453,pomarańcze,1,0.0002538715410002539,1,0.0011806375442739079
2395,podstawka,1,0.0002538715410002539,1,0.0011806375442739079
2373,pochwalić,1,0.0002538715410002539,1,0.0011806375442739079
2374,pocitać,1,0.0002538715410002539,1,0.0011806375442739079
2375,pocióg,1,0.0002538715410002539,1,0.0011806375442739079
2379,poczeć,1,0.0002538715410002539,1,0.0011806375442739079
2386,podgrzeć,1,0.0002538715410002539,1,0.0011806375442739079
2387,podgłość,1,0.0002538715410002539,1,0.0011806375442739079
2389,podmuuchać,1,0.0002538715410002539,1,0.0011806375442739079
2394,podsać,1,0.0002538715410002539,1,0.0011806375442739079
2396,poduszeczka,1,0.0002538715410002539,1,0.0011806375442739079
2408,pogadać,1,0.0002538715410002539,1,0.0011806375442739079
2398,poduś,1,0.0002538715410002539,1,0.0011806375442739079
2399,poduśić,1,0.0002538715410002539,1,0.0011806375442739079
2400,podwieczorek,1,0.0002538715410002539,1,0.0011806375442739079
2401,podwólko,1,0.0002538715410002539,1,0.0011806375442739079
2403,podział,1,0.0002538715410002539,1,0.0011806375442739079
2404,podzielić,1,0.0002538715410002539,1,0.0011806375442739079
2406,podłączyć,1,0.0002538715410002539,1,0.0011806375442739079
2407,poedśkole,1,0.0002538715410002539,1,0.0011806375442739079
2452,pomalutek,1,0.0002538715410002539,1,0.0011806375442739079
2455,pomasywać,1,0.0002538715410002539,1,0.0011806375442739079
2371,pochować,1,0.0002538715410002539,1,0.0011806375442739079
2506,posmyrać,1,0.0002538715410002539,1,0.0011806375442739079
2495,porwać,1,0.0002538715410002539,1,0.0011806375442739079
2496,porysować,1,0.0002538715410002539,1,0.0011806375442739079
2497,porządek,1,0.0002538715410002539,1,0.0011806375442739079
2498,posadzić,1,0.0002538715410002539,1,0.0011806375442739079
2499,posedł,1,0.0002538715410002539,1,0.0011806375442739079
2501,posiukać,1,0.0002538715410002539,1,0.0011806375442739079
2503,poskładać,1,0.0002538715410002539,1,0.0011806375442739079
2504,posmalywać,1,0.0002538715410002539,1,0.0011806375442739079
2507,posprzatać,1,0.0002538715410002539,1,0.0011806375442739079
2492,porobić,1,0.0002538715410002539,1,0.0011806375442739079
2510,postrzątać,1,0.0002538715410002539,1,0.0011806375442739079
2513,posługiwać,1,0.0002538715410002539,1,0.0011806375442739079
2514,posłyć,1,0.0002538715410002539,1,0.0011806375442739079
2519,potrzymać,1,0.0002538715410002539,1,0.0011806375442739079
2520,potworka,1,0.0002538715410002539,1,0.0011806375442739079
2525,powkładać,1,0.0002538715410002539,1,0.0011806375442739079
2526,powoli,1,0.0002538715410002539,1,0.0011806375442739079
2527,powstać,1,0.0002538715410002539,1,0.0011806375442739079
2493,porozdzielać,1,0.0002538715410002539,1,0.0011806375442739079
2491,poradziłać,1,0.0002538715410002539,1,0.0011806375442739079
2456,pomazać,1,0.0002538715410002539,1,0.0011806375442739079
2472,poobcinać,1,0.0002538715410002539,1,0.0011806375442739079
2458,pomidola,1,0.0002538715410002539,1,0.0011806375442739079
2461,pomidorka,1,0.0002538715410002539,1,0.0011806375442739079
2463,pompać,1,0.0002538715410002539,1,0.0011806375442739079
2464,pompować,1,0.0002538715410002539,1,0.0011806375442739079
2466,pomyś,1,0.0002538715410002539,1,0.0011806375442739079
2468,pomówić,1,0.0002538715410002539,1,0.0011806375442739079
2470,ponpon,1,0.0002538715410002539,1,0.0011806375442739079
2471,pony,1,0.0002538715410002539,1,0.0011806375442739079
2473,poodkurzać,1,0.0002538715410002539,1,0.0011806375442739079
2490,poradzić,1,0.0002538715410002539,1,0.0011806375442739079
2476,popać,1,0.0002538715410002539,1,0.0011806375442739079
2477,popielnik,1,0.0002538715410002539,1,0.0011806375442739079
2478,popilnować,1,0.0002538715410002539,1,0.0011806375442739079
2479,poplos,1,0.0002538715410002539,1,0.0011806375442739079
2480,poposze,1,0.0002538715410002539,1,0.0011806375442739079
2481,popołudnie,1,0.0002538715410002539,1,0.0011806375442739079
2484,popsiuć,1,0.0002538715410002539,1,0.0011806375442739079
2485,popsować,1,0.0002538715410002539,1,0.0011806375442739079
2372,pochuśtać,1,0.0002538715410002539,1,0.0011806375442739079
2369,pocaływać,1,0.0002538715410002539,1,0.0011806375442739079
2220,pcia,1,0.0002538715410002539,1,0.0011806375442739079
2277,pieset,1,0.0002538715410002539,1,0.0011806375442739079
2260,pieluche,1,0.0002538715410002539,1,0.0011806375442739079
2262,pielęgniarka,1,0.0002538715410002539,1,0.0011806375442739079
2266,pienić,1,0.0002538715410002539,1,0.0011806375442739079
2268,pierogipomoga,1,0.0002538715410002539,1,0.0011806375442739079
2269,pierożka,1,0.0002538715410002539,1,0.0011806375442739079
2271,pierzasty,1,0.0002538715410002539,1,0.0011806375442739079
2273,pieróg,1,0.0002538715410002539,1,0.0011806375442739079
2274,pierścionek,1,0.0002538715410002539,1,0.0011806375442739079
2281,piesz,1,0.0002538715410002539,1,0.0011806375442739079
2258,piekny,1,0.0002538715410002539,1,0.0011806375442739079
2282,pietruszka,1,0.0002538715410002539,1,0.0011806375442739079
2283,piewać,1,0.0002538715410002539,1,0.0011806375442739079
2284,pieśko,1,0.0002538715410002539,1,0.0011806375442739079
2285,pijda,1,0.0002538715410002539,1,0.0011806375442739079
2286,pik,1,0.0002538715410002539,1,0.0011806375442739079
2287,piknik,1,0.0002538715410002539,1,0.0011806375442739079
2288,pikolodaktyl,1,0.0002538715410002539,1,0.0011806375442739079
2289,pikuś,1,0.0002538715410002539,1,0.0011806375442739079
2259,pielucha,1,0.0002538715410002539,1,0.0011806375442739079
2257,piekarnik,1,0.0002538715410002539,1,0.0011806375442739079
2291,pilnować,1,0.0002538715410002539,1,0.0011806375442739079
2236,pewnie,1,0.0002538715410002539,1,0.0011806375442739079
2222,peczkola,1,0.0002538715410002539,1,0.0011806375442739079
2223,pempek,1,0.0002538715410002539,1,0.0011806375442739079
2225,pepcia,1,0.0002538715410002539,1,0.0011806375442739079
2227,peplasiać,1,0.0002538715410002539,1,0.0011806375442739079
2228,peppa,1,0.0002538715410002539,1,0.0011806375442739079
2230,peppo,1,0.0002538715410002539,1,0.0011806375442739079
2232,pepus,1,0.0002538715410002539,1,0.0011806375442739079
2234,perełka,1,0.0002538715410002539,1,0.0011806375442739079
2238,pezot,1,0.0002538715410002539,1,0.0011806375442739079
2256,piejść,1,0.0002538715410002539,1,0.0011806375442739079
2239,pećkol,1,0.0002538715410002539,1,0.0011806375442739079
2243,piana,1,0.0002538715410002539,1,0.0011806375442739079
2244,pianka,1,0.0002538715410002539,1,0.0011806375442739079
2247,piaty,1,0.0002538715410002539,1,0.0011806375442739079
2249,piciupić,1,0.0002538715410002539,1,0.0011806375442739079
2250,pie,1,0.0002538715410002539,1,0.0011806375442739079
2252,pieczywo,1,0.0002538715410002539,1,0.0011806375442739079
2254,piejsi,1,0.0002538715410002539,1,0.0011806375442739079
2290,pil,1,0.0002538715410002539,1,0.0011806375442739079
2296,piosenke,1,0.0002538715410002539,1,0.0011806375442739079
2367,pobudować,1,0.0002538715410002539,1,0.0011806375442739079
2352,plecyk,1,0.0002538715410002539,1,0.0011806375442739079
2339,planeta,1,0.0002538715410002539,1,0.0011806375442739079
2340,plasiować,1,0.0002538715410002539,1,0.0011806375442739079
2342,plasterek,1,0.0002538715410002539,1,0.0011806375442739079
2344,plastyczny,1,0.0002538715410002539,1,0.0011806375442739079
2345,plaszek,1,0.0002538715410002539,1,0.0011806375442739079
2347,plawda,1,0.0002538715410002539,1,0.0011806375442739079
2349,plecaczka,1,0.0002538715410002539,1,0.0011806375442739079
2351,pleck,1,0.0002538715410002539,1,0.0011806375442739079
2353,pleseć,1,0.0002538715410002539,1,0.0011806375442739079
2337,plama,1,0.0002538715410002539,1,0.0011806375442739079
2354,pleść,1,0.0002538715410002539,1,0.0011806375442739079
2355,plose,1,0.0002538715410002539,1,0.0011806375442739079
2357,plusik,1,0.0002538715410002539,1,0.0011806375442739079
2358,pluskać,1,0.0002538715410002539,1,0.0011806375442739079
2359,pnedszkole,1,0.0002538715410002539,1,0.0011806375442739079
2361,pobada,1,0.0002538715410002539,1,0.0011806375442739079
2363,pobiegać,1,0.0002538715410002539,1,0.0011806375442739079
2364,pobić,1,0.0002538715410002539,1,0.0011806375442739079
2338,plan,1,0.0002538715410002539,1,0.0011806375442739079
2336,plad,1,0.0002538715410002539,1,0.0011806375442739079
2297,piosze,1,0.0002538715410002539,1,0.0011806375442739079
2321,piłkarski,1,0.0002538715410002539,1,0.0011806375442739079
2299,piotrka,1,0.0002538715410002539,1,0.0011806375442739079
2300,piotrus,1,0.0002538715410002539,1,0.0011806375442739079
2302,pipeczka,1,0.0002538715410002539,1,0.0011806375442739079
2305,pisak,1,0.0002538715410002539,1,0.0011806375442739079
2307,piseek,1,0.0002538715410002539,1,0.0011806375442739079
2310,pit,1,0.0002538715410002539,1,0.0011806375442739079
2312,piza,1,0.0002538715410002539,1,0.0011806375442739079
2313,pizza,1,0.0002538715410002539,1,0.0011806375442739079
2322,piłkarz,1,0.0002538715410002539,1,0.0011806375442739079
2335,placuszka,1,0.0002538715410002539,1,0.0011806375442739079
2324,piłta,1,0.0002538715410002539,1,0.0011806375442739079
2325,piś,1,0.0002538715410002539,1,0.0011806375442739079
2326,piśmo,1,0.0002538715410002539,1,0.0011806375442739079
2327,piżam,1,0.0002538715410002539,1,0.0011806375442739079
2329,pjać,1,0.0002538715410002539,1,0.0011806375442739079
2331,pjoś,1,0.0002538715410002539,1,0.0011806375442739079
2333,placek,1,0.0002538715410002539,1,0.0011806375442739079
2334,placować,1,0.0002538715410002539,1,0.0011806375442739079
1914,niadanie,1,0.0002538715410002539,1,0.0011806375442739079
1911,nemo,1,0.0002538715410002539,1,0.0011806375442739079
1274,klapsa,1,0.0002538715410002539,1,0.0011806375442739079
1495,kłaniać,1,0.0002538715410002539,1,0.0011806375442739079
1480,kuzyn,1,0.0002538715410002539,1,0.0011806375442739079
1482,kuzyno,1,0.0002538715410002539,1,0.0011806375442739079
1483,kuć,1,0.0002538715410002539,1,0.0011806375442739079
1486,kwiatka,1,0.0002538715410002539,1,0.0011806375442739079
1487,kwiatuszka,1,0.0002538715410002539,1,0.0011806375442739079
1488,kółeczka,1,0.0002538715410002539,1,0.0011806375442739079
1489,kółka,1,0.0002538715410002539,1,0.0011806375442739079
1493,kąt,1,0.0002538715410002539,1,0.0011806375442739079
1496,kłapoucha,1,0.0002538715410002539,1,0.0011806375442739079
1478,kurz,1,0.0002538715410002539,1,0.0011806375442739079
1498,kłódka,1,0.0002538715410002539,1,0.0011806375442739079
1504,laleczek,1,0.0002538715410002539,1,0.0011806375442739079
1508,lanie,1,0.0002538715410002539,1,0.0011806375442739079
1510,laptot,1,0.0002538715410002539,1,0.0011806375442739079
1512,lask,1,0.0002538715410002539,1,0.0011806375442739079
1513,laska,1,0.0002538715410002539,1,0.0011806375442739079
1514,lasudobra,1,0.0002538715410002539,1,0.0011806375442739079
1516,latawiec,1,0.0002538715410002539,1,0.0011806375442739079
1479,kuweta,1,0.0002538715410002539,1,0.0011806375442739079
1476,kurteczka,1,0.0002538715410002539,1,0.0011806375442739079
1519,laur,1,0.0002538715410002539,1,0.0011806375442739079
1455,kujkować,1,0.0002538715410002539,1,0.0011806375442739079
1432,ksiązka,1,0.0002538715410002539,1,0.0011806375442739079
1435,książę,1,0.0002538715410002539,1,0.0011806375442739079
1445,kubusiowo,1,0.0002538715410002539,1,0.0011806375442739079
1448,kucy,1,0.0002538715410002539,1,0.0011806375442739079
1451,kudłaty,1,0.0002538715410002539,1,0.0011806375442739079
1452,kuga,1,0.0002538715410002539,1,0.0011806375442739079
1453,kuj,1,0.0002538715410002539,1,0.0011806375442739079
1454,kujian,1,0.0002538715410002539,1,0.0011806375442739079
